Actor_label,Country_label,Kpi_label_corporate,Fact_date,Kpi_value,Year,Quarter,Year_Quarter
Gaia.com,USA,SVOD subscribers,2021-03-31,494765,2021,1,2021-Q1
WWE Network,USA,SVOD subscribers,2021-03-31,1175425,2021,1,2021-Q1
Brown Sugar,USA,SVOD subscribers,2021-03-31,4871,2021,1,2021-Q1
Dazn,USA,SVOD subscribers,2021-03-31,834300,2021,1,2021-Q1
Rabbit TV Plus,USA,SVOD subscribers,2021-03-31,13659,2021,1,2021-Q1
Fubo.tv USA,USA,SVOD subscribers,2021-03-31,531865,2021,1,2021-Q1
Flixfling,USA,SVOD subscribers,2021-03-31,3675,2021,1,2021-Q1
BET+,USA,SVOD subscribers,2021-03-31,882331,2021,1,2021-Q1
Philo TV,USA,SVOD subscribers,2021-03-31,815162,2021,1,2021-Q1
FUNimation,USA,SVOD subscribers,2021-03-31,95878,2021,1,2021-Q1
Flix Premiere,USA,SVOD subscribers,2021-03-31,73818,2021,1,2021-Q1
HooplaKidz Plus,USA,SVOD subscribers,2021-03-31,15600,2021,1,2021-Q1
History Vault,USA,SVOD subscribers,2021-03-31,9957,2021,1,2021-Q1
YouTube Premium,USA,SVOD subscribers,2021-03-31,7828762,2021,1,2021-Q1
Starz,USA,SVOD subscribers,2021-03-31,10000000,2021,1,2021-Q1
Eros Now,USA,SVOD subscribers,2021-03-31,76577,2021,1,2021-Q1
Dove Channel,USA,SVOD subscribers,2021-03-31,55869,2021,1,2021-Q1
Retrocrush,USA,SVOD subscribers,2021-03-31,24218,2021,1,2021-Q1
Britbox,USA,SVOD subscribers,2021-03-31,1260184,2021,1,2021-Q1
Lifetime Movie Club,USA,SVOD subscribers,2021-03-31,246000,2021,1,2021-Q1
CuriosityStream,USA,SVOD subscribers,2021-03-31,714000,2021,1,2021-Q1
Peacock Premium,USA,SVOD subscribers,2021-03-31,3168000,2021,1,2021-Q1
Noggin,USA,SVOD subscribers,2021-03-31,2599928,2021,1,2021-Q1
WOW Presents Plus,USA,SVOD subscribers,2021-03-31,48593,2021,1,2021-Q1
Mubi,USA,SVOD subscribers,2021-03-31,41477,2021,1,2021-Q1
OVID,USA,SVOD subscribers,2021-03-31,1400,2021,1,2021-Q1
Hallmark+,USA,SVOD subscribers,2021-03-31,1050000,2021,1,2021-Q1
Arrow Player,USA,SVOD subscribers,2021-03-31,20226,2021,1,2021-Q1
Acorn TV,USA,SVOD subscribers,2021-03-31,1745408,2021,1,2021-Q1
BlazeTV+,USA,SVOD subscribers,2021-03-31,457123,2021,1,2021-Q1
OUTtv,USA,SVOD subscribers,2021-03-31,1935,2021,1,2021-Q1
Crunchyroll,USA,SVOD subscribers,2021-03-31,2246463,2021,1,2021-Q1
PaulaDeen.com,USA,SVOD subscribers,2021-03-31,41010,2021,1,2021-Q1
MyOutdoorTV,USA,SVOD subscribers,2021-03-31,11010,2021,1,2021-Q1
Met Opera on Demand,USA,SVOD subscribers,2021-03-31,30575,2021,1,2021-Q1
Pantaya,USA,SVOD subscribers,2021-03-31,900000,2021,1,2021-Q1
Hi-YAH,USA,SVOD subscribers,2021-03-31,20580,2021,1,2021-Q1
Screambox,USA,SVOD subscribers,2021-03-31,54089,2021,1,2021-Q1
MHz Choice,USA,SVOD subscribers,2021-03-31,156263,2021,1,2021-Q1
Kocowa+,USA,SVOD subscribers,2021-03-31,58842,2021,1,2021-Q1
MLB.TV,USA,SVOD subscribers,2021-03-31,3309534,2021,1,2021-Q1
Rooster Teeth,USA,SVOD subscribers,2021-03-31,279604,2021,1,2021-Q1
Film Movement PLus,USA,SVOD subscribers,2021-03-31,31665,2021,1,2021-Q1
Netflix,USA,SVOD subscribers,2021-03-31,67006763,2021,1,2021-Q1
True Story,USA,SVOD subscribers,2021-03-31,1500,2021,1,2021-Q1
Allblk,USA,SVOD subscribers,2021-03-31,69583,2021,1,2021-Q1
Paramount+,USA,SVOD subscribers,2021-03-31,14194526,2021,1,2021-Q1
TYT Network,USA,SVOD subscribers,2021-03-31,32537,2021,1,2021-Q1
Sun NXT,USA,SVOD subscribers,2021-03-31,10370,2021,1,2021-Q1
Motor Trend On Demand,USA,SVOD subscribers,2021-03-31,95454,2021,1,2021-Q1
Spuul,USA,SVOD subscribers,2021-03-31,35752,2021,1,2021-Q1
UFC Fight Pass,USA,SVOD subscribers,2021-03-31,556580,2021,1,2021-Q1
Viki,USA,SVOD subscribers,2021-03-31,126963,2021,1,2021-Q1
Indieflix,USA,SVOD subscribers,2021-03-31,5513,2021,1,2021-Q1
Amazon Prime Video,USA,SVOD subscribers,2021-03-31,90037500,2021,1,2021-Q1
College Sports Live,USA,SVOD subscribers,2021-03-31,4286,2021,1,2021-Q1
FloSports,USA,SVOD subscribers,2021-03-31,435999,2021,1,2021-Q1
NHL.TV,USA,SVOD subscribers,2021-03-31,596357,2021,1,2021-Q1
YouTube TV USA,USA,SVOD subscribers,2021-03-31,3228750,2021,1,2021-Q1
Laugh Out Loud,USA,SVOD subscribers,2021-03-31,11280,2021,1,2021-Q1
The Criterion Channel,USA,SVOD subscribers,2021-03-31,36575,2021,1,2021-Q1
AT&T TV Now,USA,SVOD subscribers,2021-03-31,625044,2021,1,2021-Q1
PBS Passport,USA,SVOD subscribers,2021-03-31,180468,2021,1,2021-Q1
Wow! TV+,USA,SVOD subscribers,2021-03-31,45214,2021,1,2021-Q1
TVision,USA,SVOD subscribers,2021-03-31,42500,2021,1,2021-Q1
C Spire,USA,SVOD subscribers,2021-03-31,125837,2021,1,2021-Q1
Poker Go,USA,SVOD subscribers,2021-03-31,7728,2021,1,2021-Q1
Kinetic TV,USA,SVOD subscribers,2021-03-31,106932,2021,1,2021-Q1
NFL Game Pass,USA,SVOD subscribers,2021-03-31,171864,2021,1,2021-Q1
Fanatiz,USA,SVOD subscribers,2021-03-31,4490,2021,1,2021-Q1
Disney+,USA,SVOD subscribers,2021-03-31,33570000,2021,1,2021-Q1
Pumpone,USA,SVOD subscribers,2021-03-31,4077,2021,1,2021-Q1
NBA League Pass,USA,SVOD subscribers,2021-03-31,3886328,2021,1,2021-Q1
Chaiflicks,USA,SVOD subscribers,2021-03-31,11470,2021,1,2021-Q1
Apple TV+,USA,SVOD subscribers,2021-03-31,18909651,2021,1,2021-Q1
Smithsonian Earth TV,USA,SVOD subscribers,2021-03-31,3728,2021,1,2021-Q1
The Film Detective,USA,SVOD subscribers,2021-03-31,4249,2021,1,2021-Q1
Hoichoi,USA,SVOD subscribers,2021-03-31,7395,2021,1,2021-Q1
Qello Concerts,USA,SVOD subscribers,2021-03-31,14766,2021,1,2021-Q1
HBO Max (2020-2023),USA,SVOD subscribers,2021-03-31,19277200,2021,1,2021-Q1
Topic,USA,SVOD subscribers,2021-03-31,5843,2021,1,2021-Q1
Vidgo,USA,SVOD subscribers,2021-03-31,30000,2021,1,2021-Q1
Tastemade+,USA,SVOD subscribers,2021-03-31,143379,2021,1,2021-Q1
Fandor,USA,SVOD subscribers,2021-03-31,47141,2021,1,2021-Q1
Shudder,USA,SVOD subscribers,2021-03-31,814239,2021,1,2021-Q1
ESPN D2C,USA,SVOD subscribers,2021-03-31,13800000,2021,1,2021-Q1
Qwest TV,USA,SVOD subscribers,2021-03-31,15382,2021,1,2021-Q1
Fox Nation,USA,SVOD subscribers,2021-03-31,210000,2021,1,2021-Q1
Sling TV,USA,SVOD subscribers,2021-03-31,2374000,2021,1,2021-Q1
Izzy Stream Israel,USA,SVOD subscribers,2021-03-31,10920,2021,1,2021-Q1
Pureflix,USA,SVOD subscribers,2021-03-31,612149,2021,1,2021-Q1
F1 TV,USA,SVOD subscribers,2021-03-31,56105,2021,1,2021-Q1
i-ON TV,USA,SVOD subscribers,2021-03-31,1725,2021,1,2021-Q1
FreeCast,USA,SVOD subscribers,2021-03-31,18379,2021,1,2021-Q1
VRV,USA,SVOD subscribers,2021-03-31,470253,2021,1,2021-Q1
BossTV,USA,SVOD subscribers,2021-03-31,25875,2021,1,2021-Q1
Showtime Streaming,USA,SVOD subscribers,2021-03-31,9815467,2021,1,2021-Q1
Magellan TV Now,USA,SVOD subscribers,2021-03-31,33455,2021,1,2021-Q1
Univision Now,USA,SVOD subscribers,2021-03-31,20434,2021,1,2021-Q1
WatchTV,USA,SVOD subscribers,2021-03-31,117327,2021,1,2021-Q1
Nebula.tv,USA,SVOD subscribers,2021-03-31,177744,2021,1,2021-Q1
Discovery+,USA,SVOD subscribers,2021-03-31,5304000,2021,1,2021-Q1
Boomerang,USA,SVOD subscribers,2021-03-31,265358,2021,1,2021-Q1
Night Flight Plus,USA,SVOD subscribers,2021-03-31,7664,2021,1,2021-Q1
Broadway HD,USA,SVOD subscribers,2021-03-31,7129,2021,1,2021-Q1
Bleacher Report Live,USA,SVOD subscribers,2021-03-31,65950,2021,1,2021-Q1
Demand Africa,USA,SVOD subscribers,2021-03-31,7398,2021,1,2021-Q1
Tennis Channel Plus,USA,SVOD subscribers,2021-03-31,12988,2021,1,2021-Q1
Hulu,USA,SVOD subscribers,2021-03-31,41600000,2021,1,2021-Q1
Frndly TV,USA,SVOD subscribers,2021-03-31,470000,2021,1,2021-Q1
Kartina.TV,USA,SVOD subscribers,2021-03-31,31680,2021,1,2021-Q1
Dropout,USA,SVOD subscribers,2021-03-31,128680,2021,1,2021-Q1
AsianCrush,USA,SVOD subscribers,2021-03-31,27309,2021,1,2021-Q1
Metrograph,USA,SVOD subscribers,2021-03-31,17175,2021,1,2021-Q1
Sundance Now,USA,SVOD subscribers,2021-03-31,838221,2021,1,2021-Q1
HiDive,USA,SVOD subscribers,2021-03-31,61930,2021,1,2021-Q1
Yuppflix,USA,SVOD subscribers,2021-03-31,8226,2021,1,2021-Q1
Indieflix,USA,SVOD subscribers,2021-06-30,5623,2021,2,2021-Q2
Viki,USA,SVOD subscribers,2021-06-30,133311,2021,2,2021-Q2
Poker Go,USA,SVOD subscribers,2021-06-30,7805,2021,2,2021-Q2
Fanatiz,USA,SVOD subscribers,2021-06-30,4535,2021,2,2021-Q2
C Spire,USA,SVOD subscribers,2021-06-30,122062,2021,2,2021-Q2
Metrograph,USA,SVOD subscribers,2021-06-30,21468,2021,2,2021-Q2
Showtime Streaming,USA,SVOD subscribers,2021-06-30,10502549,2021,2,2021-Q2
Chaiflicks,USA,SVOD subscribers,2021-06-30,12610,2021,2,2021-Q2
Amazon Prime Video,USA,SVOD subscribers,2021-06-30,90937875,2021,2,2021-Q2
Kinetic TV,USA,SVOD subscribers,2021-06-30,128319,2021,2,2021-Q2
AsianCrush,USA,SVOD subscribers,2021-06-30,27856,2021,2,2021-Q2
PBS Passport,USA,SVOD subscribers,2021-06-30,178664,2021,2,2021-Q2
Wow! TV+,USA,SVOD subscribers,2021-06-30,76221,2021,2,2021-Q2
BossTV,USA,SVOD subscribers,2021-06-30,32344,2021,2,2021-Q2
AT&T TV Now,USA,SVOD subscribers,2021-06-30,602498,2021,2,2021-Q2
MLB.TV,USA,SVOD subscribers,2021-06-30,3640487,2021,2,2021-Q2
FloSports,USA,SVOD subscribers,2021-06-30,479599,2021,2,2021-Q2
Broadway HD,USA,SVOD subscribers,2021-06-30,7271,2021,2,2021-Q2
Topic,USA,SVOD subscribers,2021-06-30,6281,2021,2,2021-Q2
Nebula.tv,USA,SVOD subscribers,2021-06-30,193200,2021,2,2021-Q2
France channel,USA,SVOD subscribers,2021-06-30,5280,2021,2,2021-Q2
HiDive,USA,SVOD subscribers,2021-06-30,65646,2021,2,2021-Q2
Kocowa+,USA,SVOD subscribers,2021-06-30,60019,2021,2,2021-Q2
Britbox,USA,SVOD subscribers,2021-06-30,1386203,2021,2,2021-Q2
College Sports Live,USA,SVOD subscribers,2021-06-30,3429,2021,2,2021-Q2
Fox Nation,USA,SVOD subscribers,2021-06-30,283500,2021,2,2021-Q2
NFL Game Pass,USA,SVOD subscribers,2021-06-30,173582,2021,2,2021-Q2
Allblk,USA,SVOD subscribers,2021-06-30,72018,2021,2,2021-Q2
ESPN D2C,USA,SVOD subscribers,2021-06-30,14900000,2021,2,2021-Q2
Magellan TV Now,USA,SVOD subscribers,2021-06-30,35964,2021,2,2021-Q2
Qwest TV,USA,SVOD subscribers,2021-06-30,17689,2021,2,2021-Q2
Paramount+,USA,SVOD subscribers,2021-06-30,19719526,2021,2,2021-Q2
True Story,USA,SVOD subscribers,2021-06-30,1800,2021,2,2021-Q2
Tastemade+,USA,SVOD subscribers,2021-06-30,154132,2021,2,2021-Q2
The Criterion Channel,USA,SVOD subscribers,2021-06-30,39867,2021,2,2021-Q2
Film Movement PLus,USA,SVOD subscribers,2021-06-30,28498,2021,2,2021-Q2
Rooster Teeth,USA,SVOD subscribers,2021-06-30,282400,2021,2,2021-Q2
TYT Network,USA,SVOD subscribers,2021-06-30,33513,2021,2,2021-Q2
Fandor,USA,SVOD subscribers,2021-06-30,48084,2021,2,2021-Q2
Sun NXT,USA,SVOD subscribers,2021-06-30,11403,2021,2,2021-Q2
YouTube TV USA,USA,SVOD subscribers,2021-06-30,3341756,2021,2,2021-Q2
Laugh Out Loud,USA,SVOD subscribers,2021-06-30,11506,2021,2,2021-Q2
Motor Trend On Demand,USA,SVOD subscribers,2021-06-30,97363,2021,2,2021-Q2
Kartina.TV,USA,SVOD subscribers,2021-06-30,34560,2021,2,2021-Q2
Hoichoi,USA,SVOD subscribers,2021-06-30,8140,2021,2,2021-Q2
Boomerang,USA,SVOD subscribers,2021-06-30,273319,2021,2,2021-Q2
The Film Detective,USA,SVOD subscribers,2021-06-30,4568,2021,2,2021-Q2
F1 TV,USA,SVOD subscribers,2021-06-30,62628,2021,2,2021-Q2
Smithsonian Earth TV,USA,SVOD subscribers,2021-06-30,3803,2021,2,2021-Q2
FreeCast,USA,SVOD subscribers,2021-06-30,19757,2021,2,2021-Q2
NHL.TV,USA,SVOD subscribers,2021-06-30,602321,2021,2,2021-Q2
Sling TV,USA,SVOD subscribers,2021-06-30,2439000,2021,2,2021-Q2
Apple TV+,USA,SVOD subscribers,2021-06-30,21273358,2021,2,2021-Q2
NBA League Pass,USA,SVOD subscribers,2021-06-30,4325665,2021,2,2021-Q2
UFC Fight Pass,USA,SVOD subscribers,2021-06-30,564928,2021,2,2021-Q2
Pumpone,USA,SVOD subscribers,2021-06-30,4159,2021,2,2021-Q2
Hulu,USA,SVOD subscribers,2021-06-30,42800000,2021,2,2021-Q2
Netflix,USA,SVOD subscribers,2021-06-30,66616707,2021,2,2021-Q2
Disney+,USA,SVOD subscribers,2021-06-30,34110000,2021,2,2021-Q2
Tennis Channel Plus,USA,SVOD subscribers,2021-06-30,15585,2021,2,2021-Q2
MHz Choice,USA,SVOD subscribers,2021-06-30,171889,2021,2,2021-Q2
Vidgo,USA,SVOD subscribers,2021-06-30,65000,2021,2,2021-Q2
PaulaDeen.com,USA,SVOD subscribers,2021-06-30,40600,2021,2,2021-Q2
Crunchyroll,USA,SVOD subscribers,2021-06-30,2612997,2021,2,2021-Q2
MyOutdoorTV,USA,SVOD subscribers,2021-06-30,11230,2021,2,2021-Q2
Shudder,USA,SVOD subscribers,2021-06-30,871236,2021,2,2021-Q2
Pantaya,USA,SVOD subscribers,2021-06-30,933000,2021,2,2021-Q2
Met Opera on Demand,USA,SVOD subscribers,2021-06-30,31187,2021,2,2021-Q2
OVID,USA,SVOD subscribers,2021-06-30,1522,2021,2,2021-Q2
VRV,USA,SVOD subscribers,2021-06-30,474956,2021,2,2021-Q2
TVPlayer USA,USA,SVOD subscribers,2021-06-30,15000,2021,2,2021-Q2
Acorn TV,USA,SVOD subscribers,2021-06-30,1867587,2021,2,2021-Q2
CuriosityStream,USA,SVOD subscribers,2021-06-30,728280,2021,2,2021-Q2
Philo TV,USA,SVOD subscribers,2021-06-30,831465,2021,2,2021-Q2
Lifetime Movie Club,USA,SVOD subscribers,2021-06-30,238620,2021,2,2021-Q2
i-ON TV,USA,SVOD subscribers,2021-06-30,1725,2021,2,2021-Q2
Hi-YAH,USA,SVOD subscribers,2021-06-30,20990,2021,2,2021-Q2
Gaia.com,USA,SVOD subscribers,2021-06-30,507134,2021,2,2021-Q2
Demand Africa,USA,SVOD subscribers,2021-06-30,7842,2021,2,2021-Q2
Screambox,USA,SVOD subscribers,2021-06-30,60851,2021,2,2021-Q2
Qello Concerts,USA,SVOD subscribers,2021-06-30,14913,2021,2,2021-Q2
HBO Max (2020-2023),USA,SVOD subscribers,2021-06-30,22177200,2021,2,2021-Q2
Bleacher Report Live,USA,SVOD subscribers,2021-06-30,67269,2021,2,2021-Q2
Peacock Premium,USA,SVOD subscribers,2021-06-30,5295086,2021,2,2021-Q2
Noggin,USA,SVOD subscribers,2021-06-30,2625928,2021,2,2021-Q2
Yuppflix,USA,SVOD subscribers,2021-06-30,8308,2021,2,2021-Q2
OUTtv,USA,SVOD subscribers,2021-06-30,1983,2021,2,2021-Q2
Sundance Now,USA,SVOD subscribers,2021-06-30,880132,2021,2,2021-Q2
Hallmark+,USA,SVOD subscribers,2021-06-30,1102500,2021,2,2021-Q2
Mubi,USA,SVOD subscribers,2021-06-30,43344,2021,2,2021-Q2
Dekkoo,USA,SVOD subscribers,2021-06-30,3370,2021,2,2021-Q2
WOW Presents Plus,USA,SVOD subscribers,2021-06-30,34015,2021,2,2021-Q2
Dropout,USA,SVOD subscribers,2021-06-30,146696,2021,2,2021-Q2
BlazeTV+,USA,SVOD subscribers,2021-06-30,461694,2021,2,2021-Q2
Arrow Player,USA,SVOD subscribers,2021-06-30,21744,2021,2,2021-Q2
Brown Sugar,USA,SVOD subscribers,2021-06-30,5041,2021,2,2021-Q2
Frndly TV,USA,SVOD subscribers,2021-06-30,500000,2021,2,2021-Q2
FUNimation,USA,SVOD subscribers,2021-06-30,97316,2021,2,2021-Q2
History Vault,USA,SVOD subscribers,2021-06-30,10156,2021,2,2021-Q2
BET+,USA,SVOD subscribers,2021-06-30,1014174,2021,2,2021-Q2
Retrocrush,USA,SVOD subscribers,2021-06-30,26182,2021,2,2021-Q2
Flixfling,USA,SVOD subscribers,2021-06-30,3748,2021,2,2021-Q2
HooplaKidz Plus,USA,SVOD subscribers,2021-06-30,15756,2021,2,2021-Q2
Dazn,USA,SVOD subscribers,2021-06-30,850986,2021,2,2021-Q2
Fubo.tv USA,USA,SVOD subscribers,2021-06-30,613549,2021,2,2021-Q2
YouTube Premium,USA,SVOD subscribers,2021-06-30,8270690,2021,2,2021-Q2
WatchTV,USA,SVOD subscribers,2021-06-30,105594,2021,2,2021-Q2
Cultpix,USA,SVOD subscribers,2021-06-30,21927,2021,2,2021-Q2
Flix Premiere,USA,SVOD subscribers,2021-06-30,62745,2021,2,2021-Q2
Univision Now,USA,SVOD subscribers,2021-06-30,20639,2021,2,2021-Q2
Dove Channel,USA,SVOD subscribers,2021-06-30,200152,2021,2,2021-Q2
Rabbit TV Plus,USA,SVOD subscribers,2021-06-30,14281,2021,2,2021-Q2
Discovery+,USA,SVOD subscribers,2021-06-30,7629600,2021,2,2021-Q2
Pureflix,USA,SVOD subscribers,2021-06-30,632350,2021,2,2021-Q2
Izzy Stream Israel,USA,SVOD subscribers,2021-06-30,12012,2021,2,2021-Q2
Starz,USA,SVOD subscribers,2021-06-30,9700000,2021,2,2021-Q2
Eros Now,USA,SVOD subscribers,2021-06-30,82320,2021,2,2021-Q2
Struum,USA,SVOD subscribers,2021-06-30,183504,2021,2,2021-Q2
Night Flight Plus,USA,SVOD subscribers,2021-06-30,7549,2021,2,2021-Q2
Mubi,USA,SVOD subscribers,2021-09-30,45294,2021,3,2021-Q3
HiDive,USA,SVOD subscribers,2021-09-30,69585,2021,3,2021-Q3
Yuppflix,USA,SVOD subscribers,2021-09-30,8391,2021,3,2021-Q3
Screambox,USA,SVOD subscribers,2021-09-30,65414,2021,3,2021-Q3
Magellan TV Now,USA,SVOD subscribers,2021-09-30,38661,2021,3,2021-Q3
Bleacher Report Live,USA,SVOD subscribers,2021-09-30,68614,2021,3,2021-Q3
FloSports,USA,SVOD subscribers,2021-09-30,527559,2021,3,2021-Q3
Retrocrush,USA,SVOD subscribers,2021-09-30,28305,2021,3,2021-Q3
AsianCrush,USA,SVOD subscribers,2021-09-30,28413,2021,3,2021-Q3
Qello Concerts,USA,SVOD subscribers,2021-09-30,15063,2021,3,2021-Q3
Viki,USA,SVOD subscribers,2021-09-30,139977,2021,3,2021-Q3
Broadway HD,USA,SVOD subscribers,2021-09-30,7417,2021,3,2021-Q3
MLB.TV,USA,SVOD subscribers,2021-09-30,3822511,2021,3,2021-Q3
Flix Premiere,USA,SVOD subscribers,2021-09-30,65882,2021,3,2021-Q3
TYT Network,USA,SVOD subscribers,2021-09-30,34518,2021,3,2021-Q3
CuriosityStream,USA,SVOD subscribers,2021-09-30,742846,2021,3,2021-Q3
NBA League Pass,USA,SVOD subscribers,2021-09-30,3893098,2021,3,2021-Q3
Film Movement PLus,USA,SVOD subscribers,2021-09-30,29923,2021,3,2021-Q3
ESPN D2C,USA,SVOD subscribers,2021-09-30,17100000,2021,3,2021-Q3
Philo TV,USA,SVOD subscribers,2021-09-30,848095,2021,3,2021-Q3
Flixfling,USA,SVOD subscribers,2021-09-30,3823,2021,3,2021-Q3
Netflix,USA,SVOD subscribers,2021-09-30,66682467,2021,3,2021-Q3
Eros Now,USA,SVOD subscribers,2021-09-30,88494,2021,3,2021-Q3
F1 TV,USA,SVOD subscribers,2021-09-30,82200,2021,3,2021-Q3
Pureflix,USA,SVOD subscribers,2021-09-30,653218,2021,3,2021-Q3
Night Flight Plus,USA,SVOD subscribers,2021-09-30,7436,2021,3,2021-Q3
YouTube TV USA,USA,SVOD subscribers,2021-09-30,4177195,2021,3,2021-Q3
OVID,USA,SVOD subscribers,2021-09-30,1638,2021,3,2021-Q3
Fanatiz,USA,SVOD subscribers,2021-09-30,4580,2021,3,2021-Q3
The Film Detective,USA,SVOD subscribers,2021-09-30,4911,2021,3,2021-Q3
Pantaya,USA,SVOD subscribers,2021-09-30,951660,2021,3,2021-Q3
WatchTV,USA,SVOD subscribers,2021-09-30,95035,2021,3,2021-Q3
Crunchyroll,USA,SVOD subscribers,2021-09-30,2836583,2021,3,2021-Q3
VRV,USA,SVOD subscribers,2021-09-30,479706,2021,3,2021-Q3
Poker Go,USA,SVOD subscribers,2021-09-30,7883,2021,3,2021-Q3
Dazn,USA,SVOD subscribers,2021-09-30,868006,2021,3,2021-Q3
History Vault,USA,SVOD subscribers,2021-09-30,10359,2021,3,2021-Q3
Kocowa+,USA,SVOD subscribers,2021-09-30,61219,2021,3,2021-Q3
Chaiflicks,USA,SVOD subscribers,2021-09-30,13870,2021,3,2021-Q3
Metrograph,USA,SVOD subscribers,2021-09-30,25257,2021,3,2021-Q3
AMC Plus,USA,SVOD subscribers,2021-09-30,4258800,2021,3,2021-Q3
Lifetime Movie Club,USA,SVOD subscribers,2021-09-30,255840,2021,3,2021-Q3
Gaia.com,USA,SVOD subscribers,2021-09-30,519812,2021,3,2021-Q3
Univision Now,USA,SVOD subscribers,2021-09-30,20845,2021,3,2021-Q3
Brown Sugar,USA,SVOD subscribers,2021-09-30,5218,2021,3,2021-Q3
Discovery+,USA,SVOD subscribers,2021-09-30,9873600,2021,3,2021-Q3
Rabbit TV Plus,USA,SVOD subscribers,2021-09-30,14931,2021,3,2021-Q3
Fubo.tv USA,USA,SVOD subscribers,2021-09-30,850145,2021,3,2021-Q3
Acorn TV,USA,SVOD subscribers,2021-09-30,1998318,2021,3,2021-Q3
BET+,USA,SVOD subscribers,2021-09-30,1165717,2021,3,2021-Q3
FUNimation,USA,SVOD subscribers,2021-09-30,98776,2021,3,2021-Q3
Struum,USA,SVOD subscribers,2021-09-30,201854,2021,3,2021-Q3
Boomerang,USA,SVOD subscribers,2021-09-30,281518,2021,3,2021-Q3
Nebula.tv,USA,SVOD subscribers,2021-09-30,210000,2021,3,2021-Q3
HooplaKidz Plus,USA,SVOD subscribers,2021-09-30,15913,2021,3,2021-Q3
Fox Nation,USA,SVOD subscribers,2021-09-30,382725,2021,3,2021-Q3
Dove Channel,USA,SVOD subscribers,2021-09-30,344435,2021,3,2021-Q3
HBO Max (2020-2023),USA,SVOD subscribers,2021-09-30,18289980,2021,3,2021-Q3
Cultpix,USA,SVOD subscribers,2021-09-30,23571,2021,3,2021-Q3
TVPlayer USA,USA,SVOD subscribers,2021-09-30,19500,2021,3,2021-Q3
Izzy Stream Israel,USA,SVOD subscribers,2021-09-30,13213,2021,3,2021-Q3
Hi-YAH,USA,SVOD subscribers,2021-09-30,21410,2021,3,2021-Q3
Tennis Channel Plus,USA,SVOD subscribers,2021-09-30,18702,2021,3,2021-Q3
Vidgo,USA,SVOD subscribers,2021-09-30,71500,2021,3,2021-Q3
Peacock Premium,USA,SVOD subscribers,2021-09-30,7522804,2021,3,2021-Q3
Noggin,USA,SVOD subscribers,2021-09-30,2652187,2021,3,2021-Q3
Sundance Now,USA,SVOD subscribers,2021-09-30,924139,2021,3,2021-Q3
Demand Africa,USA,SVOD subscribers,2021-09-30,8313,2021,3,2021-Q3
Dekkoo,USA,SVOD subscribers,2021-09-30,3460,2021,3,2021-Q3
Arrow Player,USA,SVOD subscribers,2021-09-30,23376,2021,3,2021-Q3
Hallmark+,USA,SVOD subscribers,2021-09-30,1157625,2021,3,2021-Q3
WOW Presents Plus,USA,SVOD subscribers,2021-09-30,34866,2021,3,2021-Q3
Shudder,USA,SVOD subscribers,2021-09-30,932222,2021,3,2021-Q3
BlazeTV+,USA,SVOD subscribers,2021-09-30,466311,2021,3,2021-Q3
OUTtv,USA,SVOD subscribers,2021-09-30,2033,2021,3,2021-Q3
Dropout,USA,SVOD subscribers,2021-09-30,167233,2021,3,2021-Q3
PaulaDeen.com,USA,SVOD subscribers,2021-09-30,40194,2021,3,2021-Q3
MyOutdoorTV,USA,SVOD subscribers,2021-09-30,11460,2021,3,2021-Q3
Fuse+,USA,SVOD subscribers,2021-09-30,41834,2021,3,2021-Q3
i-ON TV,USA,SVOD subscribers,2021-09-30,1725,2021,3,2021-Q3
